symbol,disease,panel,panel_name,evidence_level
LONP1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
KL,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CADPS2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ADIPOQ,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
COX5A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD28,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SH3BP5,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD34,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MAPK8IP1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD36,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TBX4,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NPEPPS,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TMEM59,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PTGES,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD44,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD47,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ISG15,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD59,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
TGS1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CD69,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HERPUD1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SART3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HDAC9,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SETD1A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CLSTN3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PHACTR2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CDA,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PIEZO1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CDK1,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
HEPH,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
PSMD6,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SV2B,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SRGAP3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
RBM19,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NCAPD2,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
SEC16A,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
USP3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
MVP,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
NR1I3,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
CDC42,Parkinson Disease,DisGeNET,Parkinson Disease (DisGeNET),NA
ADA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HOTAIR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FMR1-AS1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MIR873,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ERVMER34-1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MIR1290,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LINC01672,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DEL11P13,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ABCB6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CDH8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PTCHD1-AS,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NLGN4Y-AS1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IFNG-AS1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
OPN1MW3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PANDAR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DHRS9,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EMSLR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADAM10,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
OLIG2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MIR6126,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LOC102723407,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LOC102724971,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RTN3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ABCA7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ATP8A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
BAIAP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ZBTB18,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ATG7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PERCC1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CERNA3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARFGEF1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLU7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PRPF8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AHSA1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RN7SL263P,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LBX1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CXCR6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CD226,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MTCO2P12,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PTGES3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CTSC,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LOC107987479,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PDE10A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC26A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PPARGC1A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SUB1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC27A4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TLK2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RAPGEF4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHD4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PTPRT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
WDR45,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FAM107A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SUPT16H,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHM,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PRRT2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
KLF12,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LINC02605,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CDCA5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PARK7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CHRNA3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GPRASP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
H3P40,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RAB39B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADCYAP1R1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP2R1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CNTF,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
COL4A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CNTNAP5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RBM45,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
COMP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CORD1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADORA2A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
COX8A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CPOX,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CREB1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CRK,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC32A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RPS10P2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MAPK14,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CSF2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
B3GLCT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LRFN5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PWAR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RBFOX3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CBLN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADRA1A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NKX2-5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IL23R,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CTNND2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
COMMD1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADRA2B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RMDN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GPR155,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADRA2C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CX3CR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADRB2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP1A2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP2C19,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP11A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP11B1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP19A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CYP27A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DAB1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DAO,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DBI,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DDIT3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DDT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DECR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DDX53,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARX,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HTR3C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DHCR7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AFP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DLX2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DLX5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DLX6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DNASE1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ABAT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AGRP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DRD1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DRD5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DTNA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EDNRA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EEF1A2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EGFR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AHR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARID2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
METTL21C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
WDR90,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AIF1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MARK2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ENO2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PRSS55,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EPHA5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EPS8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ERBB4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ERCC2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EYA1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
EZH2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
F2R,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ALDH1A1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FAAH,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FABP1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FABP3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FABP5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FABP7,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FAP,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
JMJD1C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FGF2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FGFR2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FH,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
XRN2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
COBLL1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FNDC3A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TRAPPC8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FKBP5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ARHGEF15,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FOXG1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SBNO2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FAN1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FOXF1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RIMS1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FOXE3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MYO16,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
WDTC1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
KIF21B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NCOA6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
KDM4C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ERC1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PEG10,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TNRC6B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TBC1D9,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
KANK1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PLCB1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ADGRL3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DMXL2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SATB2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
CUX2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SYNE1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ATP13A2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SIRT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC7A8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SLC35A3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FOLR2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TNPO3,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MAPK8IP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SEZ6L,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PSD4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
TSPAN12,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
BACE1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IL17RA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FRA7A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FRAXE,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
FYN,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
KCTD13,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
XRCC6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GABPA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GABRA4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GABRG1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NEGR1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GAD2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
PART1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RNF19A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RAB11FIP5,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
POLDIP2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ZBTB20,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NOC2L,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GATA4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IL1RAPL2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SEZ6L2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
OPN1MW,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ELP4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GDI1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GDNF,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GEM,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DAOA,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
LAT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
SND1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
INTU,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
IL37,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DISC2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DISC1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
HPGDS,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
RPS6KA6,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AMT,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GLUL,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AMY1A,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AMY1B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
AMY1C,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NEAT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ANGPT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
WDR62,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
MIF-AS1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GPR42,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
ANK2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRIK4,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
NR3C1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRM2,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRM8,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GRPR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSK3B,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSR,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSTA1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSTM1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
GSTT1,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
DNMT3L,Autism Spectrum Disorders,DisGeNET,Autism Spectrum Disorders (DisGeNET),NA
